description,salary_usd,country
"Senior 8+ years Developer, front-end HTML/CSS MATLAB Python Heroku Microsoft Azure MySQL PostgreSQL Cape Town South Africa",29085,ZA
"Mid-Level 4+ years Developer, full-stack JavaScript Python SQL TypeScript Amazon Web Services (AWS) VMware Microsoft SQL Server PostgreSQL Remote Cape Town South Africa",21064,ZA
"Senior 10+ years Developer, full-stack C# HTML/CSS JavaScript SQL MySQL Cape Town South Africa",16596,ZA
"Intern 0+ years Developer, full-stack HTML/CSS JavaScript Python SQL Microsoft SQL Server PostgreSQL Cape Town South Africa",9297,ZA
"Lead 28+ years Developer, full-stack Bash/Shell C Go HTML/CSS AWS VMware Elasticsearch Oracle Hybrid Cape Town South Africa",73171,ZA
"Lead 25+ years Developer, front-end C# HTML/CSS JavaScript PowerShell MariaDB Microsoft SQL Server Hybrid Cape Town South Africa",47561,ZA
"Lead 13+ years Developer, mobile Dart Java JavaScript Kotlin Firebase Google Cloud Cloud Firestore Elasticsearch Hybrid Cape Town South Africa",55784,ZA
"Lead 37+ years Developer, front-end Assembly C Objective-C Swift SQLite Cape Town South Africa",108224,ZA
Senior 10+ years Academic researcher Julia Python R SQL Digital Ocean Microsoft SQL Server MySQL Remote Cape Town South Africa,150000,ZA
"Senior 10+ years Developer, full-stack Bash/Shell (all shells) C# C++ Go Amazon Web Services (AWS) Linode, now Akamai Dynamodb MySQL Hybrid Cape Town South Africa",54054,ZA
"Intern 0+ years Developer, full-stack Bash/Shell (all shells) C# Dart HTML/CSS Google Cloud Microsoft Azure Microsoft SQL Server Cape Town South Africa",8298,ZA
Senior 10+ years Blockchain Rust SQL SQLite Remote Cape Town South Africa,100000,ZA
"Senior 7+ years Developer, front-end C++ HTML/CSS JavaScript Kotlin AWS MySQL Cape Town South Africa",21951,ZA
Junior 1+ years Data scientist or machine learning specialist Bash/Shell (all shells) C# Python R Amazon Web Services (AWS) Microsoft SQL Server Snowflake Hybrid Cape Town South Africa,21383,ZA
"Lead 17+ years Developer, full-stack Bash/Shell (all shells) C# Cobol Dart Cloudflare Digital Ocean Cloud Firestore Couch DB Remote Cape Town South Africa",61622,ZA
"Lead 15+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Amazon Web Services (AWS) Google Cloud MariaDB PostgreSQL Hybrid Cape Town South Africa",42162,ZA
"Lead 16+ years Developer, back-end Bash/Shell C Delphi Groovy Microsoft Azure IBM DB2 Microsoft SQL Server Cape Town South Africa",79268,ZA
"Lead 28+ years Developer, full-stack HTML/CSS Java JavaScript TypeScript Amazon Web Services (AWS) H2 MySQL Hybrid Cape Town South Africa",41677,ZA
"Senior 7+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Firebase Google Cloud Cloud Firestore Firebase Realtime Database Hybrid Cape Town South Africa",26596,ZA
Senior 8+ years Product manager C# HTML/CSS JavaScript Lua Amazon Web Services (AWS) Digital Ocean MySQL Hybrid Cape Town South Africa,64865,ZA
"Junior 2+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS Java JavaScript Microsoft SQL Server Cape Town South Africa",14054,ZA
Lead 30+ years Other (please specify): Go HTML/CSS JavaScript SQL Amazon Web Services (AWS) Microsoft SQL Server PostgreSQL Hybrid Cape Town South Africa,106383,ZA
"Junior 2+ years Developer, full-stack HTML/CSS JavaScript Ruby Heroku PostgreSQL Redis Hybrid Cape Town South Africa",16216,ZA
"Senior 9+ years Developer, front-end C# HTML/CSS JavaScript TypeScript Microsoft Azure Microsoft SQL Server Cape Town South Africa",58537,ZA
"Senior 10+ years Developer, full-stack Dart JavaScript Objective-C Swift AWS Firebase MongoDB MySQL Cape Town South Africa",55098,ZA
Lead 18+ years Hardware Engineer C C# Firebase Remote Cape Town South Africa,45600,ZA
"Developer, full-stack Groovy HTML/CSS Java SQL Amazon Web Services (AWS) Cloudflare Elasticsearch H2 Remote Cape Town South Africa",77838,ZA
Lead 13+ years Engineering manager Bash/Shell (all shells) C# Go Groovy Amazon Web Services (AWS) Google Cloud Dynamodb Elasticsearch Hybrid Cape Town South Africa,79734,ZA
"Lead 23+ years Developer, desktop or enterprise applications C# Delphi SQL Microsoft SQL Server Cape Town South Africa",79787,ZA
"Lead 13+ years Engineer, data Dart HTML/CSS JavaScript PHP Firebase Google Cloud Elasticsearch MariaDB Cape Town South Africa",62195,ZA
"Senior 8+ years Developer, front-end HTML/CSS JavaScript PHP Ruby AWS DigitalOcean MongoDB PostgreSQL Hybrid Cape Town South Africa",21951,ZA
"Lead 11+ years Developer, full-stack Bash/Shell HTML/CSS JavaScript PHP AWS Elasticsearch MySQL Cape Town South Africa",52683,ZA
"Mid-Level 3+ years Developer, full-stack C# HTML/CSS Java JavaScript Microsoft SQL Server PostgreSQL Cape Town South Africa",14170,ZA
"Senior 7+ years Developer, front-end Bash/Shell JavaScript MATLAB Python DigitalOcean Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa",39634,ZA
"Junior 2+ years Developer, embedded applications or devices Bash/Shell (all shells) C++ HTML/CSS JavaScript Amazon Web Services (AWS) SQLite Cape Town South Africa",25532,ZA
"Senior 6+ years Developer, front-end Bash/Shell Go HTML/CSS JavaScript DigitalOcean Google Cloud PostgreSQL Redis Hybrid Cape Town South Africa",14634,ZA
"Mid-Level 5+ years Developer, full-stack C# HTML/CSS TypeScript Visual Basic (.Net) Amazon Web Services (AWS) Dynamodb Hybrid Cape Town South Africa",36785,ZA
"Lead 34+ years Developer, front-end Delphi SQL Microsoft Azure Microsoft SQL Server PostgreSQL Cape Town South Africa",47561,ZA
"Junior 2+ years Developer, full-stack Bash/Shell (all shells) Java TypeScript Cape Town South Africa",22340,ZA
"Developer, full-stack HTML/CSS Java JavaScript Kotlin Amazon Web Services (AWS) APT Dynamodb Elasticsearch Remote Cape Town South Africa",43956,ZA
"Lead 17+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PHP Digital Ocean Managed Hosting MariaDB MySQL Cape Town South Africa",79784,ZA
"Lead 12+ years Developer, full-stack Groovy Java JavaScript Python Elasticsearch Microsoft SQL Server Remote Cape Town South Africa",43617,ZA
"Developer, front-end F# JavaScript Lua TypeScript Amazon Web Services (AWS) Google Cloud Microsoft SQL Server PostgreSQL Remote Cape Town South Africa",46703,ZA
"Senior 6+ years Developer, full-stack Dart HTML/CSS JavaScript PHP MySQL Remote Cape Town South Africa",28723,ZA
"Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Rust Amazon Web Services (AWS) Cargo MySQL PostgreSQL Remote Cape Town South Africa",60221,ZA
"Lead 26+ years Developer, full-stack Bash/Shell (all shells) C# JavaScript TypeScript Amazon Web Services (AWS) Redis SQLite Remote Cape Town South Africa",58777,ZA
"Developer, full-stack C# Delphi Java SQL PostgreSQL Hybrid Cape Town South Africa",65934,ZA
"Senior 7+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Amazon Web Services (AWS) Digital Ocean Hybrid Cape Town South Africa",27872,ZA
Senior 7+ years Data scientist or machine learning specialist Python SQL AWS Google Cloud DynamoDB Elasticsearch Cape Town South Africa,87805,ZA
"Developer, front-end Bash/Shell HTML/CSS Java JavaScript Firebase Elasticsearch Firebase Realtime Database Cape Town South Africa",27805,ZA
"Senior 6+ years Developer, full-stack Bash/Shell Go AWS DigitalOcean Hybrid Cape Town South Africa",42439,ZA
"Lead 25+ years Developer, front-end Bash/Shell Dart Groovy HTML/CSS AWS Heroku MongoDB Redis Cape Town South Africa",58537,ZA
"Lead 30+ years Developer, full-stack HTML/CSS JavaScript Ruby SQL AWS MySQL Redis Cape Town South Africa",36585,ZA
"Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Amazon Web Services (AWS) Ansible Elasticsearch Firebase Realtime Database Remote Cape Town South Africa",42198,ZA
"Lead 15+ years Developer, back-end C++ Python Amazon Web Services (AWS) Dynamodb MongoDB Cape Town South Africa",186170,ZA
Lead 13+ years DevOps specialist Go Groovy Python Amazon Web Services (AWS) Oracle Cloud Infrastructure (OCI) Remote Cape Town South Africa,82500,ZA
"Senior 9+ years Developer, front-end Bash/Shell C# Go HTML/CSS Microsoft Azure VMware MariaDB Microsoft SQL Server Cape Town South Africa",32927,ZA
"Developer, full-stack Dart HTML/CSS JavaScript PHP Amazon Web Services (AWS) Cloudflare MySQL Redis Remote Nairobi Kenya",76800,KE
"Architect, software or solutions Bash/Shell (all shells) Dart HTML/CSS JavaScript Docker Firebase Cloud Firestore Firebase Realtime Database Remote Accra Ghana",6720,GH
Project manager Amazon Web Services (AWS) Cloudflare Remote Nairobi Kenya,3846,KE
Academic researcher HTML/CSS JavaScript Google Cloud Lagos Nigeria,10000,NG
Data engineer C# HTML/CSS Java JavaScript IBM Cloud Microsoft Azure Microsoft SQL Server MySQL Nairobi Kenya,13000,KE
Data or business analyst Python R SQL Google Cloud BigQuery MySQL Hybrid Nairobi Kenya,15385,KE
"Developer, back-end Dart Go Python Scala Docker Kubernetes MariaDB MySQL Remote Nairobi Kenya",128400,KE
Engineering manager Bash/Shell (all shells) C# HTML/CSS Java Amazon Web Services (AWS) Bun BigQuery MariaDB Remote Nairobi Kenya,140000,KE
"Developer, back-end Bash/Shell (all shells) C C++ Dart Amazon Web Services (AWS) Cloudflare Cloud Firestore MongoDB Hybrid Lagos Nigeria",7500,NG
"Developer, full-stack Bash/Shell (all shells) C C# C++ Amazon Web Services (AWS) Docker BigQuery Cloud Firestore Kigali Rwanda",15385,RW
"Developer, full-stack Bash/Shell (all shells) Dart HTML/CSS JavaScript Firebase Google Cloud Cloud Firestore PostgreSQL Hybrid Accra Ghana",3520,GH
"Developer, front-end Bash/Shell (all shells) Dart Elixir Erlang Amazon Web Services (AWS) Cargo Cloud Firestore Dynamodb Nairobi Kenya",17308,KE
"Developer, full-stack HTML/CSS JavaScript PHP SQL Composer Docker MariaDB MySQL Remote Lagos Nigeria",3000,NG
"Developer, front-end HTML/CSS JavaScript PHP TypeScript Digital Ocean Homebrew PostgreSQL Remote Nairobi Kenya",6154,KE
"Developer, full-stack JavaScript PHP Rust TypeScript Amazon Web Services (AWS) Cargo MySQL Redis Nairobi Kenya",15385,KE
Data engineer Assembly Bash/Shell (all shells) C# C++ Amazon Web Services (AWS) Ansible BigQuery Cloud Firestore Remote Nairobi Kenya,61538,KE
"Developer, full-stack HTML/CSS Java PHP SQL MariaDB Microsoft SQL Server Kampala Uganda",6138,UG
"Developer, full-stack C# JavaScript Digital Ocean Docker MongoDB PostgreSQL Remote Kigali Rwanda",52000,RW
Student C++ HTML/CSS Java JavaScript Docker Firebase Microsoft Access MySQL Kampala Uganda,3968,UG
AI/ML engineer Assembly Bash/Shell (all shells) C HTML/CSS Docker Pip MySQL Lagos Nigeria,10000,NG
Engineering manager Go HTML/CSS JavaScript Ruby Amazon Web Services (AWS) Ansible PostgreSQL Redis Nairobi Kenya,21231,KE
"Developer, desktop or enterprise applications C# Dart HTML/CSS Java Amazon Web Services (AWS) Chocolatey BigQuery Cloud Firestore Nairobi Kenya",6154,KE
"Developer, mobile Bash/Shell (all shells) Java JavaScript Kotlin Docker Firebase Cloud Firestore Firebase Realtime Database Kampala Uganda",63360,UG
"Developer, back-end Remote Lagos Nigeria",60000,NG
"Developer, full-stack C# Dart Erlang Go Amazon Web Services (AWS) Digital Ocean Firebase Realtime Database MySQL Remote Lagos Nigeria",3125,NG
"Developer, full-stack Bash/Shell (all shells) Dart HTML/CSS Java Cargo Chocolatey Cloud Firestore Elasticsearch Hybrid Nairobi Kenya",7846,KE
"Developer, mobile Bash/Shell (all shells) Dart Go HTML/CSS Cassandra Cloud Firestore Remote Lagos Nigeria",9375,NG
"Developer, mobile C Java Kotlin Python Docker Firebase MongoDB PostgreSQL Remote Lagos Nigeria",3450,NG
"Developer, full-stack Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Digital Ocean Cloud Firestore MongoDB Remote Nairobi Kenya",5385,KE
"Developer, full-stack C# HTML/CSS JavaScript SQL Amazon Web Services (AWS) Cloudflare Microsoft SQL Server Hybrid Nairobi Kenya",15385,KE
"Developer, mobile Dart Elixir Kotlin Swift Amazon Web Services (AWS) Cargo PostgreSQL Redis Remote Nairobi Kenya",95411,KE
"Developer, front-end HTML/CSS JavaScript TypeScript Firebase Netlify Cloud Firestore MongoDB Lagos Nigeria",30000,NG
Data or business analyst Python R SQL PostgreSQL Snowflake Kigali Rwanda,25000,RW
DevOps engineer or professional Bash/Shell (all shells) Go HTML/CSS Java Amazon Web Services (AWS) Cloudflare Dynamodb MongoDB Lagos Nigeria,43750,NG
"Developer, full-stack Dart Go HTML/CSS JavaScript Amazon Web Services (AWS) Ansible BigQuery MariaDB Hybrid Nairobi Kenya",76923,KE
"Developer, full-stack Hybrid Kigali Rwanda",4000,RW
"Senior executive (C-suite, VP, etc.) Java Python SQL Digital Ocean Docker H2 PostgreSQL Hybrid Lagos Nigeria",26875,NG
"Developer, back-end Elixir HTML/CSS Java Lisp Amazon Web Services (AWS) APT Microsoft SQL Server MySQL Hybrid Nairobi Kenya",3846,KE
"Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Docker Google Cloud PostgreSQL Redis Hybrid Kigali Rwanda",30769,RW
DevOps engineer or professional Lagos Nigeria,7994,NG
"Developer, front-end JavaScript TypeScript Docker Firebase Cloud Firestore MongoDB Remote Lagos Nigeria",3000,NG
"Developer, full-stack Bash/Shell (all shells) Dart HTML/CSS Java APT Docker Cloud Firestore Elasticsearch Hybrid Accra Ghana",6000,GH
"Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript PowerShell Digital Ocean Heroku MySQL PostgreSQL Remote Accra Ghana",37000,GH
"Developer, back-end Java JavaScript Python SQL Amazon Web Services (AWS) Maven (build tool) H2 IBM DB2 Hybrid Accra Ghana",48000,GH
"Developer, desktop or enterprise applications Bash/Shell (all shells) HTML/CSS JavaScript PHP Amazon Web Services (AWS) APT MySQL Nairobi Kenya",4231,KE
"Developer, mobile Java Kotlin Ruby SQL Amazon Web Services (AWS) Firebase PostgreSQL SQLite Remote Lagos Nigeria",60000,NG
Engineering manager Ada Bash/Shell (all shells) C# HTML/CSS Dynamodb Firebase Realtime Database Remote Lagos Nigeria,37500,NG
"Developer, full-stack Nairobi Kenya",46154,KE
Student Google Cloud Cloud Firestore Cosmos DB Lagos Nigeria,3750,NG
"Developer, full-stack HTML/CSS Java JavaScript Kotlin MySQL PostgreSQL Nairobi Kenya",3231,KE
"Architect, software or solutions Bash/Shell (all shells) C# HTML/CSS JavaScript Microsoft SQL Server Kigali Rwanda",19231,RW
Academic researcher C# Python R VBA Accra Ghana,12000,GH
"Developer, mobile Ada Assembly Bash/Shell (all shells) C Amazon Web Services (AWS) Ansible BigQuery Cassandra Addis Ababa Ethiopia",130000,ET
"Developer, back-end HTML/CSS JavaScript Python SQL APT Docker Elasticsearch MySQL Hybrid Nairobi Kenya",6154,KE
"Developer, full-stack C# HTML/CSS Java JavaScript Composer Docker BigQuery MariaDB Hybrid Nairobi Kenya",53077,KE
"Developer, full-stack C C++ JavaScript PHP APT Chocolatey BigQuery Cloud Firestore Hybrid Nairobi Kenya",23077,KE
"Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Amazon Web Services (AWS) Docker MongoDB MySQL Remote Addis Ababa Ethiopia",36000,ET
"Architect, software or solutions Bash/Shell (all shells) Dart Elixir HTML/CSS Amazon Web Services (AWS) Digital Ocean Cosmos DB MariaDB Remote Accra Ghana",28800,GH
System administrator Kampala Uganda,5291,UG
"Developer, front-end HTML/CSS JavaScript PHP SQL Digital Ocean Docker MongoDB MySQL Hybrid Lagos Nigeria",10000,NG
Data or business analyst HTML/CSS Java JavaScript Kotlin Amazon Web Services (AWS) Cloudflare Cassandra Cloud Firestore Nairobi Kenya,11077,KE
Academic researcher C++ HTML/CSS JavaScript MATLAB Railway Addis Ababa Ethiopia,4009,ET
"Architect, software or solutions Bash/Shell (all shells) C JavaScript Ruby Amazon Web Services (AWS) Datadog PostgreSQL SQLite Remote Nairobi Kenya",30000,KE
Engineering manager C# HTML/CSS JavaScript SQL Datadog Docker BigQuery Microsoft SQL Server Lagos Nigeria,21875,NG
"Developer, full-stack C C# C++ Dart APT Cloudflare BigQuery Cassandra Addis Ababa Ethiopia",4138,ET
"Developer, back-end Hybrid Nairobi Kenya",39231,KE
"Developer, front-end HTML/CSS Java JavaScript TypeScript Digital Ocean Docker MongoDB Nairobi Kenya",35385,KE
"Developer, full-stack HTML/CSS JavaScript Python Ruby Amazon Web Services (AWS) Docker Elasticsearch Neo4J Remote Lagos Nigeria",3750,NG
"Developer, front-end Bash/Shell (all shells) Java JavaScript TypeScript Amazon Web Services (AWS) Bun PostgreSQL Nairobi Kenya",8462,KE
"Developer, full-stack Go HTML/CSS JavaScript PHP Amazon Web Services (AWS) Docker MongoDB MySQL Addis Ababa Ethiopia",36000,ET
Other (please specify): Java Kotlin Nairobi Kenya,25385,KE
"Developer, mobile Dart Python Docker Firebase Cloud Firestore Remote Nairobi Kenya",4615,KE
"Developer, full-stack HTML/CSS JavaScript R SQL Digital Ocean Docker PostgreSQL SQLite Nairobi Kenya",55385,KE
"Developer, full-stack Bash/Shell (all shells) Fortran HTML/CSS JavaScript Digital Ocean Docker Dynamodb Firebase Realtime Database Lagos Nigeria",40000,NG
"Developer, full-stack Bash/Shell (all shells) Dart HTML/CSS Java APT Composer MariaDB Microsoft Access Hybrid Nairobi Kenya",27692,KE
"Developer, full-stack Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Ansible MySQL PostgreSQL Kampala Uganda",70000,UG
DevOps engineer or professional Lagos Nigeria,70000,NG
Financial analyst or engineer HTML/CSS JavaScript Python MySQL SQLite Nairobi Kenya,45084,KE
"Developer, front-end Remote Lagos Nigeria",3656,NG
"Developer, mobile HTML/CSS JavaScript PHP SQL Amazon Web Services (AWS) Cloudflare MariaDB MySQL Accra Ghana",14400,GH
"Developer, full-stack C# HTML/CSS JavaScript Python APT Cloudflare Microsoft SQL Server PostgreSQL Hybrid Nairobi Kenya",19231,KE
Support engineer or analyst Bash/Shell (all shells) Python SQL Microsoft SQL Server Oracle Kampala Uganda,12698,UG
"Developer, back-end Bash/Shell (all shells) GDScript Go HTML/CSS Amazon Web Services (AWS) Ansible MongoDB MySQL Remote Lagos Nigeria",5250,NG
"Founder, technology or otherwise Delphi HTML/CSS JavaScript SQL Amazon Web Services (AWS) Microsoft SQL Server MySQL Nairobi Kenya",57162,KE
Product manager MariaDB MySQL Hybrid Nairobi Kenya,38462,KE
"Developer, full-stack Bash/Shell (all shells) C# JavaScript Python Google Cloud Microsoft Azure Cloud Firestore MongoDB Hybrid Lagos Nigeria",8125,NG
"Developer, full-stack HTML/CSS JavaScript Python Rust Amazon Web Services (AWS) Bun MongoDB MySQL Remote Lagos Nigeria",6250,NG
Data scientist C++ Java Visual Basic (.Net) Google Cloud Nairobi Kenya,4615,KE
Other (please specify): Amazon Web Services (AWS) Firebase Hybrid Nairobi Kenya,11538,KE
AI/ML engineer Ada Dart GDScript Kotlin Amazon Web Services (AWS) Ansible BigQuery Addis Ababa Ethiopia,200000,ET
"Developer, full-stack HTML/CSS JavaScript Ruby SQL Amazon Web Services (AWS) Digital Ocean PostgreSQL SQLite Remote Dar es Salaam Tanzania",4615,TZ
"Developer, full-stack Bash/Shell (all shells) C++ HTML/CSS JavaScript Cloudflare Docker PostgreSQL Redis Lagos Nigeria",12000,NG
"Developer, back-end C# TypeScript Amazon Web Services (AWS) Digital Ocean MongoDB PostgreSQL Remote Lagos Nigeria",9375,NG
"Developer, full-stack Dart HTML/CSS JavaScript Python Docker Firebase Cloud Firestore Elasticsearch Hybrid Accra Ghana",12480,GH
Data engineer Bash/Shell (all shells) Go Lua PowerShell APT Cargo MongoDB Kampala Uganda,4762,UG
Data scientist C++ HTML/CSS Java JavaScript Google Cloud Homebrew BigQuery Databricks SQL Nairobi Kenya,30000,KE
"Developer, full-stack Dart Java JavaScript PHP Bun Cargo Cloud Firestore Firebase Realtime Database Lagos Nigeria",7500,NG
"Developer, back-end Remote Lagos Nigeria",9375,NG
"Developer, desktop or enterprise applications C# HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) APT Microsoft SQL Server Remote Nairobi Kenya",69231,KE
"Developer, full-stack HTML/CSS Java JavaScript Python Google Cloud pnpm MySQL Oracle Dar es Salaam Tanzania",5154,TZ
"Developer, back-end Bash/Shell (all shells) Dart HTML/CSS JavaScript Ansible APT MariaDB MySQL Nairobi Kenya",6462,KE
"Developer, front-end Dart GDScript HTML/CSS JavaScript Amazon Web Services (AWS) APT MariaDB MongoDB Remote Lagos Nigeria",15000,NG
Project manager JavaScript TypeScript Remote Lagos Nigeria,12000,NG
"Developer, full-stack C# HTML/CSS Java JavaScript Amazon Web Services (AWS) Composer MariaDB Microsoft Access Remote Addis Ababa Ethiopia",17241,ET
Engineering manager C# Dart HTML/CSS JavaScript Amazon Web Services (AWS) Cloudflare Cosmos DB MariaDB Lagos Nigeria,6250,NG
"Developer, full-stack JavaScript Kotlin Swift Cloudflare Docker PostgreSQL Redis Hybrid Nairobi Kenya",4615,KE
Academic researcher Addis Ababa Ethiopia,180000,ET
"Developer, full-stack HTML/CSS JavaScript Firebase Google Cloud Cloud Firestore Firebase Realtime Database Lagos Nigeria",6000,NG
"Developer, mobile HTML/CSS Java JavaScript Kotlin MongoDB Remote Nairobi Kenya",18462,KE
"Developer, full-stack Dart HTML/CSS JavaScript PHP MariaDB MySQL Hybrid Lagos Nigeria",5000,NG
Data engineer Python SQL Amazon Web Services (AWS) Docker BigQuery Dynamodb Accra Ghana,6720,GH
"Developer, front-end Bash/Shell (all shells) C++ Dart JavaScript Ansible Bun PostgreSQL Dar es Salaam Tanzania",5769,TZ
"Developer, AI apps or physical AI Hybrid Nairobi Kenya",100000,KE
"Developer, AI apps or physical AI Python R SQL Swift Chocolatey Docker Cloud Firestore MariaDB Hybrid Lagos Nigeria",3666,NG
"Founder, technology or otherwise HTML/CSS Python Hybrid Kigali Rwanda",23077,RW
Data or business analyst Assembly C# MATLAB Python BigQuery Microsoft Access Nairobi Kenya,15385,KE
"Developer, desktop or enterprise applications C++ Java JavaScript Python Google Cloud Microsoft SQL Server MySQL Dar es Salaam Tanzania",46154,TZ
"Developer, full-stack Remote Nairobi Kenya",3462,KE
"Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Amazon Web Services (AWS) Ansible Elasticsearch Firebase Realtime Database Hybrid Nairobi Kenya",24615,KE
"Senior 7+ years Developer, back-end C# Go HTML/CSS Java Amazon Web Services (AWS) Heroku Cassandra Firebase Realtime Database Hybrid Kampala Uganda",6400,UG
"Mid-Level 5+ years Developer, full-stack C# Go HTML/CSS Java Amazon Web Services (AWS) Google Cloud MariaDB MongoDB Remote Nairobi Kenya",36992,KE
"Mid-Level 4+ years Developer, mobile C# Dart Go HTML/CSS Amazon Web Services (AWS) Digital Ocean Dynamodb Firebase Realtime Database Remote Lagos Nigeria",4000,NG
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Digital Ocean Firebase MongoDB MySQL Remote Nairobi Kenya",5414,KE
Mid-Level 4+ years Data scientist or machine learning specialist C HTML/CSS Python R Amazon Web Services (AWS) Google Cloud BigQuery MariaDB Nairobi Kenya,7038,KE
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) C++ Dart Elixir Amazon Web Services (AWS) Firebase Cloud Firestore MongoDB Remote Lagos Nigeria",18000,NG
Senior 10+ years C# Python R Visual Basic (.Net) Microsoft Access Microsoft SQL Server Accra Ghana,6846,GH
"Senior 9+ years Developer, mobile Kotlin Ruby Amazon Web Services (AWS) PostgreSQL Remote Lagos Nigeria",60000,NG
"Senior 6+ years Developer, full-stack C C++ HTML/CSS Java Colocation Digital Ocean BigQuery Dynamodb Remote Kigali Rwanda",40000,RW
"Junior 2+ years Developer, front-end Bash/Shell (all shells) HTML/CSS JavaScript Rust Cloudflare Supabase PostgreSQL Supabase Remote Lagos Nigeria",5000,NG
"Mid-Level 3+ years Developer, back-end HTML/CSS Python Digital Ocean PostgreSQL SQLite Remote Addis Ababa Ethiopia",8772,ET
"Senior 6+ years Developer, front-end HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Microsoft Azure Dynamodb Hybrid Accra Ghana",24835,GH
"Mid-Level 5+ years Developer, full-stack HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) MongoDB MySQL Remote Lagos Nigeria",10200,NG
"Mid-Level 5+ years Developer, back-end Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Digital Ocean MariaDB MongoDB Remote Lagos Nigeria",24000,NG
Mid-Level 5+ years Data or business analyst HTML/CSS JavaScript PHP Python MariaDB Microsoft Access Addis Ababa Ethiopia,5614,ET
"Senior 7+ years Developer, full-stack HTML/CSS JavaScript PHP Python Amazon Web Services (AWS) Managed Hosting MariaDB MySQL Remote Lagos Nigeria",22000,NG
"Mid-Level 4+ years Developer, front-end C++ Go HTML/CSS JavaScript Render Vercel SQLite Remote Lagos Nigeria",15600,NG
"Intern 0+ years Developer, full-stack JavaScript PHP Python SQL Amazon Web Services (AWS) MySQL PostgreSQL Remote Addis Ababa Ethiopia",12000,ET
"Mid-Level 3+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Amazon Web Services (AWS) Google Cloud MongoDB MySQL Remote Accra Ghana",36923,GH
"Lead 14+ years Developer, full-stack C# HTML/CSS Java JavaScript MariaDB MongoDB Lagos Nigeria",4000,NG
"Mid-Level 4+ years Developer, full-stack C Dart Java JavaScript Amazon Web Services (AWS) Cloudflare Cloud Firestore Dynamodb Remote Kampala Uganda",24000,UG
"Mid-Level 4+ years Developer, mobile Dart Java Kotlin Swift Firebase Realtime Database Remote Lagos Nigeria",6608,NG
"Mid-Level 3+ years Developer, back-end JavaScript PHP Python TypeScript Supabase Vercel MariaDB MySQL Remote Addis Ababa Ethiopia",3158,ET
Mid-Level 4+ years Other (please specify): Dart JavaScript TypeScript Firebase SQLite Remote Lagos Nigeria,10916,NG
"Mid-Level 4+ years Developer, front-end C# HTML/CSS JavaScript Lua Firebase Google Cloud Firebase Realtime Database MongoDB Hybrid Nairobi Kenya",10827,KE
"Mid-Level 4+ years Developer, back-end C# HTML/CSS JavaScript PHP Microsoft SQL Server MySQL Hybrid Nairobi Kenya",5955,KE
"Mid-Level 4+ years Developer, back-end HTML/CSS JavaScript MATLAB Python Render PostgreSQL SQLite Remote Lagos Nigeria",16667,NG
"Mid-Level 5+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS Java Kotlin Digital Ocean Firebase H2 MySQL Dar es Salaam Tanzania",11628,TZ
"Senior 6+ years Developer, mobile HTML/CSS Java JavaScript Kotlin Firebase Microsoft Azure MariaDB MySQL Remote Accra Ghana",9231,GH
Mid-Level 3+ years Product manager Ada Apex Assembly Bash/Shell (all shells) Alibaba Cloud Amazon Web Services (AWS) BigQuery Cassandra Hybrid Lagos Nigeria,6000,NG
"Mid-Level 3+ years Developer, back-end Bash/Shell (all shells) C C# C++ Amazon Web Services (AWS) Cloudflare Cloud Firestore Cockroachdb Hybrid Kigali Rwanda",7500,RW
"Mid-Level 3+ years Developer, full-stack C# HTML/CSS Java JavaScript Microsoft SQL Server MySQL Hybrid Accra Ghana",5538,GH
"Mid-Level 4+ years Developer, front-end JavaScript TypeScript Vercel MongoDB PostgreSQL Remote Lagos Nigeria",3520,NG
"Senior 6+ years Developer, back-end PHP Microsoft Azure MySQL Hybrid Lagos Nigeria",12000,NG
